LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	ANI_CI95	COVERED_SIG_LEN	BEST_SIG_COV	DEPTH	REL_ABUNDANCE	PARENT_NAME	PARENT_TAXID	TOTAL_READ_LEN	READ_IDT	TOTAL_BP_MISMATCH	TOTAL_BP_INDEL	ANI_NAIVE	ANI_CI95_LH	SIG_COV	MAPPED_SIG_LEN	TOTAL_SIG_LEN	COVERED_SIG_DEPTH	COVERED_MAPPED_SIG_COV	ZSCORE	GENOMIC_CONTENT_EST	ABUNDANCE	REL_ABUNDANCE_DEPTH	REL_ABUNDANCE_GC	SIG_LEVEL	GENOME_COUNT	GENOME_SIZE	NOTE
phylum	Planctomycetota	203682	212259	25256666	0.974684	9134412	0.956045	4.296636	0.016088	Bacteria	2	31838850	0.771517	692465	742	0.974569	[0.973878-0.97549]	0.116781	12140133	78218423	2.765002	0.752414	0.214420	0.000000	4.296636	0.016088		species	13	0	
phylum	Chloroflexota	200795	42788	5827845	0.970459	2189115	0.900747	2.398034	0.008979	Bacteria	2	6418200	0.881061	173019	187	0.970311	[0.970223-0.970695]	0.241540	2406288	9063149	2.662192	0.909748	0.331948	0.000000	2.398034	0.008979		species	3	0	
phylum	Myxococcota	2818505	107979	11451113	0.980187	7198238	0.655720	1.960879	0.007342	Bacteria	2	16196850	0.688976	291873	613	0.980101	[0.979453-0.980921]	0.124258	9869698	57929732	1.590822	0.729327	0.724598	0.000000	1.960879	0.007342		species	13	0	
phylum	Deinococcota	1297	18327	1886549	0.976346	1266273	0.466375	0.806461	0.003020	Bacteria	2	2749050	0.669250	46746	54	0.976366	[0.973758-0.978934]	0.085766	1775510	14764245	1.489844	0.713188	1.069672	0.000000	0.806461	0.003020		species	7	0	
phylum	Fusobacteriota	32066	2074	174427	0.978997	151806	0.204472	0.539528	0.002020	Bacteria	2	311100	0.547551	4084	24	0.979027	[0.9766-0.981394]	0.022204	228039	6836886	1.149013	0.665702	1.972469	0.000000	0.539528	0.002020		species	10	0	
phylum	Gemmatimonadota	142182	15067	1753144	0.973167	1390961	0.368755	0.464783	0.001740	Bacteria	2	2260050	0.754794	47272	37	0.973035	[0.972724-0.973609]	0.177624	2433373	7830951	1.260383	0.571618	1.308367	0.000000	0.464783	0.001740		species	2	0	
phylum	Verrucomicrobiota	74201	10030	1198142	0.972477	1048724	0.234686	0.273079	0.001023	Bacteria	2	1504500	0.774349	33134	18	0.972346	[0.971824-0.97313]	0.072040	2320470	14557561	1.142476	0.451945	1.805827	0.000000	0.273079	0.001023		species	3	0	
phylum	Bdellovibrionota	3018035	2766	374622	0.971265	347075	0.139400	0.150492	0.000563	Bacteria	2	414900	0.876884	10803	8	0.971158	[0.969777-0.972753]	0.044901	1348285	7729826	1.079369	0.257420	2.484669	0.000000	0.150492	0.000563		species	3	0	
phylum	Spirochaetota	203691	1028	136900	0.970854	132471	0.051568	0.054422	0.000204	Bacteria	2	154200	0.862043	3973	2	0.970982	[0.96682-0.974889]	0.014869	592006	8909405	1.033434	0.223766	4.288584	0.000000	0.054422	0.000204		species	3	0	
phylum	Cyanobacteriota	1117	5	173	0.500331	173	0.000085	0.000159	0.000001	Bacteria	2	750	0.229333	1	0	1.000000	[0.000661-1.0]	0.000012	2038	14385258	1.000000	0.084887	108.634249	0.000000	0.000159	0.000001		species	5	0	
phylum	Uroviricota	2731618	1	31	0.500635	31	0.000158	0.000158	0.000001	Viruses	10239	150	0.206667	0	0	1.000000	[0.001271-1.0]	0.000158	302	196609	1.000000	0.102649	79.631814	0.000000	0.000158	0.000001		species	1	0	
phylum	Euryarchaeota	28890	3	107	0.500161	107	0.000032	0.000066	0.000000	Archaea	2157	450	0.231111	3	0	0.952381	[0.000322-0.999999]	0.000018	1084	5868885	1.000000	0.098708	175.447048	0.000000	0.000066	0.000000		species	3	0	
phylum	Mycoplasmatota	544448	2	85	0.500124	43	0.000024	0.000047	0.000000	Bacteria	2	300	0.273333	3	0	0.964706	[0.000249-1.0]	0.000024	52	1799247	1.976744	0.826923	204.553058	0.000000	0.000047	0.000000		species	1	0	
phylum	Acidobacteriota	57723	4	160	0.500092	160	0.000017	0.000043	0.000000	Bacteria	2	600	0.258333	5	0	0.928571	[0.000186-0.999999]	0.000008	847	19172618	1.000000	0.188902	240.556646	0.000000	0.000043	0.000000		species	4	0	
phylum	Candidatus Thermoplasmatota	2283796	1	34	0.500097	34	0.000022	0.000022	0.000000	Archaea	2157	150	0.226667	0	0	1.000000	[0.000194-1.0]	0.000022	852	1554711	1.000000	0.039906	213.835905	0.000000	0.000022	0.000000		species	1	0	
phylum	Caldisericota	67814	1	30	0.500081	30	0.000021	0.000021	0.000000	Bacteria	2	150	0.200000	0	0	1.000000	[0.000162-1.0]	0.000021	139	1444979	1.000000	0.215827	219.465183	0.000000	0.000021	0.000000		species	1	0	
phylum	Chrysiogenota	200938	1	38	0.500070	38	0.000015	0.000015	0.000000	Bacteria	2	150	0.246667	1	0	0.973684	[0.00014-1.0]	0.000015	884	2551737	1.000000	0.042986	259.133120	0.000000	0.000015	0.000000		species	1	0	
phylum	Nitrospinota	1293497	1	32	0.500053	32	0.000013	0.000013	0.000000	Bacteria	2	150	0.213333	0	0	1.000000	[0.000106-1.0]	0.000013	126	2524709	1.000000	0.253968	280.884596	0.000000	0.000013	0.000000		species	1	0	
phylum	Armatimonadota	67819	1	32	0.500041	32	0.000010	0.000010	0.000000	Bacteria	2	150	0.213333	0	0	1.000000	[8.2e-05-1.0]	0.000010	766	3255469	1.000000	0.041775	318.955179	0.000000	0.000010	0.000000		species	1	0	
class	Actinomycetes	1760	1147646	107471255	0.980642	42585841	0.961174	55.956026	0.209520	Actinomycetota	201174	172146900	0.609866	2484747	4730	0.980547	[0.980377-0.980908]	0.070515	50628910	603929276	2.523638	0.841137	0.200985	0.000000	55.956026	0.209520		species	321	0	
class	Betaproteobacteria	28216	861037	87798723	0.979143	37409760	0.955346	47.629502	0.178342	Pseudomonadota	1224	129155550	0.662888	2183115	3577	0.979041	[0.978768-0.979518]	0.066636	50930870	561408487	2.346947	0.734520	0.216197	0.000000	47.629502	0.178342		species	278	0	
class	Gammaproteobacteria	1236	761016	80089461	0.979287	27366120	0.986515	45.301670	0.169626	Pseudomonadota	1224	114152400	0.683557	2059816	4099	0.979245	[0.977672-0.980902]	0.033886	36431092	807602019	2.926592	0.751175	0.116915	0.000000	45.301670	0.169626		species	581	0	
class	Alphaproteobacteria	28211	985722	97180714	0.978277	40405326	0.935960	40.962002	0.153377	Pseudomonadota	1224	147858300	0.641108	2387606	5191	0.978303	[0.97584-0.980714]	0.052051	53122339	776269601	2.405146	0.760609	0.261576	0.000000	40.962002	0.153377		species	393	0	
class	Bacilli	91061	238254	29970885	0.972599	3008673	0.974924	16.240597	0.060811	Bacillota	1239	35738100	0.814551	860375	1673	0.972468	[0.971996-0.973203]	0.016560	4003824	181679324	9.961496	0.751450	0.160379	0.000000	16.240597	0.060811		species	124	0	
class	Flavobacteriia	117743	241347	25346783	0.976558	12663520	0.931843	16.165422	0.060529	Bacteroidota	976	36202050	0.681909	660272	1785	0.976547	[0.974299-0.978817]	0.079402	17670389	159486793	2.001559	0.716652	0.270449	0.000000	16.165422	0.060529		species	80	0	
class	Clostridia	186801	216726	27034050	0.977483	11646719	0.984024	9.703621	0.036334	Bacillota	1239	32508900	0.807801	773315	1373	0.978012	[0.972098-0.982868]	0.079552	19613877	146402939	2.321173	0.593800	0.127420	0.000000	9.703621	0.036334		species	53	0	
class	Chlorobiia	191410	72774	6599425	0.977599	906495	0.946296	6.912054	0.025881	Chlorobiota	1090	10916100	0.590942	148639	208	0.977488	[0.977285-0.977912]	0.064386	917083	14079149	7.280156	0.988455	0.238226	0.000000	6.912054	0.025881		species	8	0	
class	Epsilonproteobacteria	3031852	51812	4894113	0.977197	1736569	0.875621	4.980949	0.018650	Campylobacterota	29547	7771800	0.615144	113335	95	0.977084	[0.976931-0.977462]	0.042089	1867092	41259664	2.818266	0.930093	0.376891	0.000000	4.980949	0.018650		species	32	0	
class	Planctomycetia	203683	212259	25256666	0.974684	9134412	0.956045	4.296636	0.016088	Planctomycetota	203682	31838850	0.771517	692465	742	0.974569	[0.973878-0.97549]	0.116781	12140133	78218423	2.765002	0.752414	0.214420	0.000000	4.296636	0.016088		species	13	0	
class	Anaerolineae	292625	42786	5827778	0.970459	2189048	0.900747	2.398008	0.008979	Chloroflexota	200795	6417900	0.881092	173019	187	0.970311	[0.970223-0.970695]	0.900747	2405651	2430258	2.662243	0.909961	0.331948	0.000000	2.398008	0.008979		species	1	0	
class	Coriobacteriia	84998	47953	5771211	0.972486	2316867	0.865986	2.234131	0.008365	Actinomycetota	201174	7192950	0.780156	159585	129	0.972349	[0.972257-0.972715]	0.218182	2609521	10618955	2.490955	0.887851	0.393386	0.000000	2.234131	0.008365		species	6	0	
class	Desulfobulbia	3031451	48391	5707553	0.972902	2551122	0.822027	1.839165	0.006886	Thermodesulfobacteriota	200940	7258650	0.764897	155435	140	0.972766	[0.972682-0.973121]	0.175939	2906710	14500063	2.237272	0.877667	0.465301	0.000000	1.839165	0.006886		species	4	0	
class	Desulfuromonadia	3031651	35533	4194397	0.974386	2917324	0.564729	1.476034	0.005527	Thermodesulfobacteriota	200940	5329950	0.763631	124284	257	0.977494	[0.961816-0.986956]	0.057084	5656602	51105902	1.437755	0.515738	0.877930	0.000000	1.476034	0.005527		species	18	0	
class	Cytophagia	768503	47477	6254757	0.970940	3327087	0.751256	1.434112	0.005370	Bacteroidota	976	7121550	0.852638	182651	269	0.970794	[0.97073-0.97115]	0.102203	4394797	32553701	1.879950	0.757051	0.575417	0.000000	1.434112	0.005370		species	7	0	
class	Syntrophobacteria	3024408	34426	4313827	0.971800	3109678	0.571555	1.283861	0.004807	Thermodesulfobacteriota	200940	5163900	0.811613	122741	347	0.971660	[0.971466-0.972135]	0.429035	5528292	7248073	1.387226	0.562502	0.865802	0.000000	1.283861	0.004807		species	2	0	
class	Desulfobacteria	3024418	63332	7894955	0.971936	4415728	0.709300	1.268261	0.004749	Thermodesulfobacteriota	200940	9499800	0.807625	222682	241	0.971796	[0.971753-0.972119]	0.118102	5718164	37389228	1.787917	0.772228	0.640188	0.000000	1.268261	0.004749		species	6	0	
class	Polyangiales - no_c_rank	Polyangiales - no_c_rank	87960	9627045	0.974182	5608489	0.655720	1.125583	0.004215	Myxococcota	2818505	13194000	0.710721	249798	442	0.974053	[0.97402-0.974344]	0.198521	7110477	28251432	1.716513	0.788764	0.724598	0.000000	1.125583	0.004215		species	4	0	
class	Bacteroidia	200643	24149	2884339	0.972734	2220507	0.434183	1.059165	0.003966	Bacteroidota	976	3622350	0.773638	81953	258	0.972604	[0.972095-0.973373]	0.028737	4329880	77269349	1.298955	0.512833	1.141566	0.000000	1.059165	0.003966		species	28	0	
class	Deinococci	188787	18327	1886549	0.976346	1266273	0.466375	0.806461	0.003020	Deinococcota	1297	2749050	0.669250	46746	54	0.976366	[0.973758-0.978934]	0.085766	1775510	14764245	1.489844	0.713188	1.069672	0.000000	0.806461	0.003020		species	7	0	
class	Thermoleophilia	1497346	20286	1764802	0.978315	1215647	0.491081	0.713228	0.002671	Actinomycetota	201174	3042900	0.567336	38455	36	0.978209	[0.977945-0.978684]	0.122279	1511430	9941577	1.451739	0.804303	1.018001	0.000000	0.713228	0.002671		species	4	0	
class	Myxococcia	32015	10646	903906	0.980187	751572	0.399367	0.675294	0.002529	Myxococcota	2818505	1596900	0.553757	19611	53	0.980101	[0.979453-0.980921]	0.031411	1215052	23927378	1.202687	0.618551	1.226362	0.000000	0.675294	0.002529		species	8	0	
class	Fusobacteriia	203490	2074	174427	0.978997	151806	0.204472	0.539528	0.002020	Fusobacteriota	32066	311100	0.547551	4084	24	0.979027	[0.9766-0.981394]	0.022204	228039	6836886	1.149013	0.665702	1.972469	0.000000	0.539528	0.002020		species	10	0	
class	Sphingobacteriia	117747	13640	1740070	0.971307	602482	0.082635	0.495971	0.001857	Bacteroidota	976	2046000	0.825970	50136	114	0.971241	[0.969165-0.973449]	0.017204	1406895	35018931	2.888169	0.428235	3.331876	0.000000	0.495971	0.001857		species	11	0	
class	Gemmatimonadetes	219685	15067	1753144	0.973167	1390961	0.368755	0.464783	0.001740	Gemmatimonadota	142182	2260050	0.754794	47272	37	0.973035	[0.972724-0.973609]	0.177624	2433373	7830951	1.260383	0.571618	1.308367	0.000000	0.464783	0.001740		species	2	0	
class	Verrucomicrobiae	203494	9878	1181756	0.972477	1032392	0.234686	0.269487	0.001009	Verrucomicrobiota	74201	1481700	0.775500	32698	18	0.972346	[0.971824-0.97313]	0.103290	2279960	9995059	1.144678	0.452811	1.805827	0.000000	0.269487	0.001009		species	2	0	
class	Desulfovibrionia	3031449	4267	486963	0.973169	440873	0.147549	0.180669	0.000676	Thermodesulfobacteriota	200940	640050	0.740212	13190	14	0.973064	[0.971878-0.97446]	0.014875	1041425	29637620	1.104543	0.423336	2.403626	0.000000	0.180669	0.000676		species	11	0	
class	Haliangiales - no_c_rank	Haliangiales - no_c_rank	9373	920162	0.975694	838177	0.145747	0.160003	0.000599	Myxococcota	2818505	1405950	0.638499	22464	118	0.975587	[0.974831-0.976557]	0.145747	1544169	5750922	1.097813	0.542801	2.420997	0.000000	0.160003	0.000599		species	1	0	
class	Negativicutes	909932	571	56523	0.976195	54375	0.102408	0.150793	0.000565	Bacillota	1239	85650	0.642604	1484	15	0.977516	[0.967969-0.984422]	0.003043	139510	17868908	1.039503	0.389757	2.960546	0.000000	0.150793	0.000565		species	12	0	
class	Bdellovibrionia	3031418	2765	374589	0.971265	347042	0.139400	0.150481	0.000563	Bdellovibrionota	3018035	414750	0.877121	10803	8	0.971158	[0.969777-0.972753]	0.075600	1348206	4590495	1.079377	0.257410	2.484669	0.000000	0.150481	0.000563		species	2	0	
class	Tissierellia	1737404	1564	209942	0.971542	198897	0.093248	0.098444	0.000369	Bacillota	1239	234600	0.869390	5983	5	0.971497	[0.969151-0.973933]	0.048003	853108	4143403	1.055531	0.233144	3.118355	0.000000	0.098444	0.000369		species	2	0	
class	Spirochaetia	203692	1028	136900	0.970854	132471	0.051568	0.054422	0.000204	Spirochaetota	203691	154200	0.862043	3973	2	0.970982	[0.96682-0.974889]	0.014869	592006	8909405	1.033434	0.223766	4.288584	0.000000	0.054422	0.000204		species	3	0	
class	Chitinophagia	1853228	657	86337	0.969945	85027	0.021467	0.021811	0.000082	Bacteroidota	976	98550	0.850502	2520	2	0.970788	[0.962179-0.97771]	0.005626	383782	15112153	1.015407	0.221550	6.751565	0.000000	0.021811	0.000082		species	3	0	
class	Rubrobacteria	84995	239	21774	0.947877	21633	0.005646	0.010601	0.000040	Actinomycetota	201174	35850	0.592943	517	1	0.974459	[0.901971-0.993782]	0.003508	45178	6167505	1.006518	0.478839	13.270925	0.000000	0.010601	0.000040		species	3	0	
class	Syntrophia	3031648	113	15220	0.947782	15220	0.005227	0.005227	0.000020	Thermodesulfobacteriota	200940	16950	0.870324	468	0	0.969251	[0.904959-0.990605]	0.005227	86741	2911942	1.000000	0.175465	13.795774	0.000000	0.005227	0.000020		species	1	0	
class	Opitutae	414999	152	16386	0.944329	16332	0.003580	0.003591	0.000013	Verrucomicrobiota	74201	22800	0.699561	436	0	0.973392	[0.894917-0.993741]	0.003580	40510	4562502	1.003306	0.403160	16.684114	0.000000	0.003591	0.000013		species	1	0	
class	Cyanophyceae	3028117	5	173	0.500331	173	0.000085	0.000159	0.000001	Cyanobacteriota	1117	750	0.229333	1	0	1.000000	[0.000661-1.0]	0.000012	2038	14385258	1.000000	0.084887	108.634249	0.000000	0.000159	0.000001		species	5	0	
class	Caudoviricetes	2731619	1	31	0.500635	31	0.000158	0.000158	0.000001	Uroviricota	2731618	150	0.206667	0	0	1.000000	[0.001271-1.0]	0.000158	302	196609	1.000000	0.102649	79.631814	0.000000	0.000158	0.000001		species	1	0	
class	Mollicutes	31969	2	85	0.500124	43	0.000024	0.000047	0.000000	Mycoplasmatota	544448	300	0.273333	3	0	0.964706	[0.000249-1.0]	0.000024	52	1799247	1.976744	0.826923	204.553058	0.000000	0.000047	0.000000		species	1	0	
class	Halobacteria	183963	1	42	0.500161	42	0.000032	0.000032	0.000000	Euryarchaeota	28890	150	0.266667	2	0	0.952381	[0.000322-0.999999]	0.000032	94	1292872	1.000000	0.446809	175.447048	0.000000	0.000032	0.000000		species	1	0	
class	Terriglobia	204432	3	128	0.500092	128	0.000015	0.000026	0.000000	Acidobacteriota	57723	450	0.273333	5	0	0.928571	[0.000186-0.999999]	0.000007	707	17320826	1.000000	0.181047	260.313033	0.000000	0.000026	0.000000		species	3	0	
class	Archaeoglobi	183980	1	35	0.500100	35	0.000023	0.000023	0.000000	Euryarchaeota	28890	150	0.226667	1	0	0.971429	[0.0002-1.0]	0.000023	226	1504508	1.000000	0.154867	207.328104	0.000000	0.000023	0.000000		species	1	0	
class	Thermoplasmata	183967	1	34	0.500097	34	0.000022	0.000022	0.000000	Candidatus Thermoplasmatota	2283796	150	0.226667	0	0	1.000000	[0.000194-1.0]	0.000022	852	1554711	1.000000	0.039906	213.835905	0.000000	0.000022	0.000000		species	1	0	
class	Caldisericia	693071	1	30	0.500081	30	0.000021	0.000021	0.000000	Caldisericota	67814	150	0.200000	0	0	1.000000	[0.000162-1.0]	0.000021	139	1444979	1.000000	0.215827	219.465183	0.000000	0.000021	0.000000		species	1	0	
class	Dehalococcoidia	301297	1	36	0.500092	36	0.000020	0.000020	0.000000	Chloroflexota	200795	150	0.240000	0	0	1.000000	[0.000184-1.0]	0.000020	379	1828815	1.000000	0.094987	225.387259	0.000000	0.000020	0.000000		species	1	0	
class	Holophagae	533205	1	32	0.500072	32	0.000017	0.000017	0.000000	Acidobacteriota	57723	150	0.213333	0	0	1.000000	[0.000144-1.0]	0.000017	140	1851792	1.000000	0.228571	240.556646	0.000000	0.000017	0.000000		species	1	0	
class	Nitriliruptoria	908620	2	67	0.500146	67	0.000017	0.000017	0.000000	Actinomycetota	201174	300	0.223333	0	0	1.000000	[0.000292-1.0]	0.000017	250	4000651	1.000000	0.268000	244.356725	0.000000	0.000017	0.000000		species	1	0	
class	Chrysiogenetes	118001	1	38	0.500070	38	0.000015	0.000015	0.000000	Chrysiogenota	200938	150	0.246667	1	0	0.973684	[0.00014-1.0]	0.000015	884	2551737	1.000000	0.042986	259.133120	0.000000	0.000015	0.000000		species	1	0	
class	Nitrospinia	1293498	1	32	0.500053	32	0.000013	0.000013	0.000000	Nitrospinota	1293497	150	0.213333	0	0	1.000000	[0.000106-1.0]	0.000013	126	2524709	1.000000	0.253968	280.884596	0.000000	0.000013	0.000000		species	1	0	
class	Limnochordia	1676648	1	30	0.500041	30	0.000011	0.000011	0.000000	Bacillota	1239	150	0.200000	0	0	1.000000	[8.2e-05-1.0]	0.000011	436	2844816	1.000000	0.068807	307.938630	0.000000	0.000011	0.000000		species	1	0	
class	Oligoflexia	1553900	1	33	0.500045	33	0.000011	0.000011	0.000000	Bdellovibrionota	3018035	150	0.220000	0	0	1.000000	[9e-05-1.0]	0.000011	79	3139331	1.000000	0.417722	308.431909	0.000000	0.000011	0.000000		species	1	0	
class	Chthonomonadetes	1077257	1	32	0.500041	32	0.000010	0.000010	0.000000	Armatimonadota	67819	150	0.213333	0	0	1.000000	[8.2e-05-1.0]	0.000010	766	3255469	1.000000	0.041775	318.955179	0.000000	0.000010	0.000000		species	1	0	
class	Methanomicrobia	224756	1	30	0.500038	30	0.000010	0.000010	0.000000	Euryarchaeota	28890	150	0.200000	0	0	1.000000	[7.6e-05-1.0]	0.000010	764	3071505	1.000000	0.039267	319.972655	0.000000	0.000010	0.000000		species	1	0	
class	Chloroflexia	32061	1	31	0.500026	31	0.000006	0.000006	0.000000	Chloroflexota	200795	150	0.206667	0	0	1.000000	[5.2e-05-1.0]	0.000006	258	4804076	1.000000	0.120155	393.661268	0.000000	0.000006	0.000000		species	1	0	
order	Burkholderiales	80840	487251	49788310	0.979143	23502879	0.940700	22.910611	0.085786	Betaproteobacteria	28216	73087650	0.664231	1241253	2138	0.979041	[0.978768-0.979518]	0.059874	30781809	392538523	2.118392	0.763531	0.251075	0.000000	22.910611	0.085786		species	191	0	
order	Hyphomicrobiales	356	623373	60869275	0.978277	20985599	0.882720	22.311548	0.083543	Alphaproteobacteria	28211	93505950	0.635180	1476156	3115	0.978303	[0.97584-0.980714]	0.058724	25161067	357361760	2.900526	0.834050	0.364503	0.000000	22.311548	0.083543		species	159	0	
order	Micrococcales	85006	280495	24229523	0.980642	9003232	0.918241	18.472687	0.069168	Actinomycetes	1760	42074250	0.563486	521271	902	0.980547	[0.980377-0.980908]	0.053140	10561844	169425028	2.691203	0.852430	0.298394	0.000000	18.472687	0.069168		species	117	0	
order	Flavobacteriales	200644	241347	25346783	0.976558	12663520	0.931843	16.165422	0.060529	Flavobacteriia	117743	36202050	0.681909	660272	1785	0.976547	[0.974299-0.978817]	0.079402	17670389	159486793	2.001559	0.716652	0.270449	0.000000	16.165422	0.060529		species	80	0	
order	Lactobacillales	186826	233759	29388978	0.972599	2791678	0.974924	15.961488	0.059766	Bacilli	91061	35063850	0.814137	842213	1551	0.972468	[0.971996-0.973203]	0.019921	3566831	140138756	10.527352	0.782677	0.160379	0.000000	15.961488	0.059766		species	99	0	
order	Propionibacteriales	85009	291330	28563696	0.980404	11981113	0.929781	12.004047	0.044947	Actinomycetes	1760	43699500	0.637936	686208	1844	0.980326	[0.979498-0.98131]	0.136550	14338801	87741285	2.384060	0.835573	0.274812	0.000000	12.004047	0.044947		species	46	0	
order	Sphingomonadales	204457	215059	21663312	0.977934	9785255	0.935960	11.094469	0.041542	Alphaproteobacteria	28211	32258850	0.654754	541702	929	0.977842	[0.977006-0.978861]	0.077276	13379201	126627851	2.213873	0.731378	0.261576	0.000000	11.094469	0.041542		species	69	0	
order	Rhodocyclales	206389	167621	15912144	0.976933	2836027	0.955346	9.732498	0.036442	Betaproteobacteria	28216	25143150	0.618111	370892	300	0.976818	[0.976692-0.977174]	0.092919	3215171	30521424	5.610717	0.882077	0.216197	0.000000	9.732498	0.036442		species	16	0	
order	Eubacteriales	186802	216726	27034050	0.977483	11646719	0.984024	9.703621	0.036334	Clostridia	186801	32508900	0.807801	773315	1373	0.978012	[0.972098-0.982868]	0.079552	19613877	146402939	2.321173	0.593800	0.127420	0.000000	9.703621	0.036334		species	53	0	
order	Neisseriales	206351	102354	11078890	0.975462	4275237	0.934994	9.418497	0.035266	Betaproteobacteria	28216	15353100	0.702729	289814	799	0.975605	[0.971823-0.979101]	0.051855	6003780	82446625	2.591410	0.712091	0.263677	0.000000	9.418497	0.035266		species	44	0	
order	Mycobacteriales	85007	196279	18150143	0.979759	8280113	0.878160	9.015620	0.033758	Actinomycetes	1760	29441850	0.602378	415034	659	0.979664	[0.979266-0.980253]	0.045931	9887045	180272667	2.192016	0.837471	0.372485	0.000000	9.015620	0.033758		species	82	0	
order	Enterobacterales	91347	140339	13378219	0.978134	4499228	0.883946	8.835682	0.033084	Gammaproteobacteria	1236	21050850	0.619907	328645	910	0.978403	[0.974047-0.982221]	0.017616	6058969	255399624	2.973448	0.742573	0.362341	0.000000	8.835682	0.033084		species	207	0	
order	Aeromonadales	135624	159224	19416361	0.972244	2637373	0.986515	7.273401	0.027234	Gammaproteobacteria	1236	23883600	0.790281	541615	487	0.972105	[0.972044-0.972444]	0.185186	2643439	14241718	7.362008	0.997705	0.116915	0.000000	7.273401	0.027234		species	15	0	
order	Chlorobiales	191411	72774	6599425	0.977599	906495	0.946296	6.912054	0.025881	Chlorobiia	191410	10916100	0.590942	148639	208	0.977488	[0.977285-0.977912]	0.064386	917083	14079149	7.280156	0.988455	0.238226	0.000000	6.912054	0.025881		species	8	0	
order	Xanthomonadales	135614	98753	9661885	0.979287	4952277	0.821823	6.883620	0.025775	Gammaproteobacteria	1236	14812950	0.636521	233132	402	0.979245	[0.977672-0.980902]	0.059891	6162534	82688095	1.950999	0.803610	0.465625	0.000000	6.883620	0.025775		species	61	0	
order	Pseudomonadales	72274	74821	6855441	0.978747	4599478	0.656698	6.437787	0.024105	Gammaproteobacteria	1236	11223150	0.596456	161324	523	0.978646	[0.978273-0.979222]	0.028511	7033111	161323957	1.490482	0.653975	0.723029	0.000000	6.437787	0.024105		species	145	0	
